Phrase,Target
office support,0
competitive intelligent enhancement,0
field study reconfirm,0
trendlines,0
perspective incorporate sales insights data,0
deep-dive analysis define indicators,0
abnormalities,0
main areas,0
sales opportunities/improvements analysis projects,0
route-to-market analysis,0
incentive payroll analysis,0
target analysis,0
distributor investment roi analysis,0
product assortment portfolio analysis,0
vmi analysis,0
bi reporting,0
insight sharing,0
easy decision,0
lead reporting activities,0
tableau / power bi,0
communicate users,0
leadership team highlights actions,0
understanding,0
documenting business needs,0
clear business sense,0
accountable business performance monitoring,0
operational execution,0
daily sales report,0
month business review,0
demand,0
monthly sales team,0
trade activities,0
propose solutions highlights business team,0
bi dashboards,0
dashboard show performance,0
specific areas,0
rtm dashboard,0
dashboard… dashboard template design,0
user experiences collaboration,0
parties,0
timeline propose,0
timeline,0
bottom-up proactive explorative approach,0
quick-wins,0
adhocs analysis,0
field teams,0
meaningful relevant accurate insights recommendations,0
session,0
highlights/alert data,0
decision,0
business questions support leader team ’ decision,0
data management,0
business intelligent initiative projects,0
database,0
centralization,0
lead data warehouse activities,0
ready business use actions,0
control data sales department act,0
data source sales activity,0
validation,0
bi initiatives,0
bi projects,0
clear scope,0
project team,0
budget,0
stakeholder,0
alignment management,0
different sources,0
types,0
execution bi,0
initiative bi projects,0
daily operational uses,0
analytical uses,0
different design,0
optimize performance identify type data address purpose data warehouse,0
data lake,0
bi vendors,0
suitable support programs,0
enable deployment operations,0
management – bi system,0
data integrity,0
vendor performance,0
level service,0
in-service contracts,0
specifics,0
sla kpis work,0
initiatives term data,0
vn track budget,0
dwh bi tool,0
forecast accuracy training,0
follow findings,0
capability,0
conduct,0
course end-users,0
leveraged team,0
follow findings/insights,0
generate results qualifications/education/experience,0
’ degree,0
mba,0
advantage,0
4-year experience,0
similar roles,0
fmcg industry firms,0
business intelligent,0
report automation,0
optimization analytics,0
english communication skill,0
opportunities sales,0
optimization projects,0
analytical skills,0
proven ability,0
data-science toolkits,0
power bi / tableau / r / sql .. show,0
great ability communicate,0
functions parties,0
regional / sales,0
/ department,0
collaborative ability draw connections,0
problems statement,0
strong business,0
process-oriented proven,0
skill proficiency communication,0
different stakeholders position,0
subject drug alcohol testing,0
pre-employment testing,0
total benefits sales employees,0
important team members,0
loyal fans,0
favorite people,0
care,0
many offerings,0
great support,0
good health options,0
dental vision coverage—and,0
periods,0
pre-existing condition restrictions,0
start work peace mind,0
flexible savings,0
accounts,0
health care options,0
dollars,0
dependents,0
diverse income protection insurance options,0
family case illness,0
injury,0
unexpected events,0
life choices,0
time resources,0
child,0
relocate,0
temporary childcare,0
kimberly-clark offers,0
additional programs,0
things,0
button complete online application process,0
member,0
team review application,0
great fit role,0
fine print… kimberly-clark grow prosper,0
organization applies,0
experiences passions,0
members brands,0
seek build workforce,0
consumers,0
fuel,0
success enterprise,0
equal opportunity employer,0
applicants,0
receive consideration employment,0
regard race,0
disability status,0
veteran status,0
genetic information,0
citizenship status,0
law,0
statements,0
describe general nature level work,0
classification,0
exhaustive list duties,0
responsibilities skills,0
available local candidates,0
work role,0
’ country,0
k-c provide relocation support role,0
global visa relocation specifications,0
primary location,0
additional locations worker type employee worker,0
sub-type regular time type,0
full time,0
open expat,0
vietnamese attractive competitive package,0
deliver,0
regular / ad-hoc bi reports business,0
business intelligence,0
bi report automation,0
standardize,0
formulation,0
/ implementation,0
bank-wide analytics strategies,0
initiate lead identification opportunitnies business improvements,0
implement data management / data governance roadmap,0
main focus,0
data stewardship model,0
unstructured data,0
open sources,0
budget cost management,0
bic centre,0
project,0
leverage personnel resources,0
talents,0
staff competencies,0
business scrope,0
collaboration tools,0
tasks teams,0
confluence,0
coordinate strategic level operation,0
departments finance,0
risk,0
ad hoc metters,0
assignment,0
network,0
dceo,0
job business intelligence,0
key drivers success campaigns,0
deal selection,0
integration mechanics promotion campaign traffic efficiency,0
• define foundational seller assortment segments,0
data performance •,0
define list,0
top skus,0
category,0
data analytics alignment,0
source skus,0
list,0
understanding business,0
assortment operations,0
product team •,0
function business intelligence,0
foundational segments,0
pricing,0
goods competitiveness • work category,0
teams regional business intelligence support campaign deal,0
• monitor performance,0
eg competitiveness gmv growth,0
skus list,0
insights alerts category teams case underperformance,0
categories,0
overall country,0
smart translation competitor,0
data actions teams,0
traffic solutions,0
tech development communicate,0
critical skus sellers,0
seller center,0
new lel retail solutions,0
offering,0
rolled-out region-wide,0
operational work experience,0
priority offline,0
retail experience brand store operation,0
in-depth knowledge assortment analysis/operation,0
prepare goods customer,0
• strong knowledge market dynamics,0
typical customer shop,0
specific nuances customer,0
different customers,0
strong project management skills,0
target • ingenuity perseverance,0
able uncover things,0
powerful analytical skills/excel skills,0
native language skills,0
strong communication skills,0
ability collect information,0
functions,0
regional functions,0
align convince • expertise,0
functional skills,0
/ automation,0
traffic management,0
category management,0
job poster mai anh,0
job accountability,0
strategies,0
forecast data,0
usage segment days,0
week,0
crm team provide data analysis,0
call tasks,0
quality contribute sales,0
data efficiency,0
high segment,0
high hours days,0
high days weeks,0
high segment outbound,0
high-middle-low performers,0
define goals,0
strategy order,0
productivity operators,0
